149,FOR THE RECORD: The worst time to get food poisoning (or stomach bug) is during #nycwff - #mandown #outofcommission #fatsofail #fb,FOR THE RECORD: The worst time to get food poisoning (or stomach bug) is during #nycwff - #mandown #outofcommission #fatsofail #fb
150,@pedroiar the whole story is weird. They haven't even said if she's been tested for Ebola. Maybe she just got motion sick? Food poisoning?,@pedroiar the whole story is weird
150,@pedroiar the whole story is weird. They haven't even said if she's been tested for Ebola. Maybe she just got motion sick? Food poisoning?, They haven't even said if she's been tested for Ebola
150,@pedroiar the whole story is weird. They haven't even said if she's been tested for Ebola. Maybe she just got motion sick? Food poisoning?, Maybe she just got motion sick? Food poisoning?
151,Confident I have food poisoning,Confident I have food poisoning
152,Oh! heyyyy...I got a slight case of food poisoning. That's terrific. í ½í¸,Oh! heyyyy
152,Oh! heyyyy...I got a slight case of food poisoning. That's terrific. í ½í¸,
152,Oh! heyyyy...I got a slight case of food poisoning. That's terrific. í ½í¸,
152,Oh! heyyyy...I got a slight case of food poisoning. That's terrific. í ½í¸,I got a slight case of food poisoning
152,Oh! heyyyy...I got a slight case of food poisoning. That's terrific. í ½í¸, That's terrific
152,Oh! heyyyy...I got a slight case of food poisoning. That's terrific. í ½í¸, 
153,I think I have food poisoning ...,I think I have food poisoning 
154,@samlliles lol I promise it was just a joke. But I'm sorry! food poisoning is awful. Feel better!,@samlliles lol I promise it was just a joke
154,@samlliles lol I promise it was just a joke. But I'm sorry! food poisoning is awful. Feel better!, But I'm sorry! food poisoning is awful
154,@samlliles lol I promise it was just a joke. But I'm sorry! food poisoning is awful. Feel better!, Feel better!
155,Haven't ate an actual meal since Monday..and when I did I got food poisoning #gome,Haven't ate an actual meal since Monday
155,Haven't ate an actual meal since Monday..and when I did I got food poisoning #gome,
155,Haven't ate an actual meal since Monday..and when I did I got food poisoning #gome,and when I did I got food poisoning #gome
156,Well. Day two post food poisoning. Can't decide if my stomach hurts or its starving from barely eating for 3 days.,Well
156,Well. Day two post food poisoning. Can't decide if my stomach hurts or its starving from barely eating for 3 days., Day two post food poisoning
156,Well. Day two post food poisoning. Can't decide if my stomach hurts or its starving from barely eating for 3 days., Can't decide if my stomach hurts or its starving from barely eating for 3 days
157,@mohbarah @JarrarM ,@mohbarah @JarrarM 
158,Symptoms from the most common types of food poisoning will often start within 2 - 6 hours of eating the food.,Symptoms from the most common types of food poisoning will often start within 2 - 6 hours of eating the food
159,@dskolarus42 that happened to me once but it turned out to be food poisoning lol,@dskolarus42 that happened to me once but it turned out to be food poisoning lol
160,Prettyy sure I have food poisoning... That or Ebola (thanks a lot @JeniScarlett !),Prettyy sure I have food poisoning
160,Prettyy sure I have food poisoning... That or Ebola (thanks a lot @JeniScarlett !),
160,Prettyy sure I have food poisoning... That or Ebola (thanks a lot @JeniScarlett !),
160,Prettyy sure I have food poisoning... That or Ebola (thanks a lot @JeniScarlett !), That or Ebola (thanks a lot @JeniScarlett !)
161,@Miguel_M1GS I was traveling and then got food poisoning. :(,@Miguel_M1GS I was traveling and then got food poisoning
161,@Miguel_M1GS I was traveling and then got food poisoning. :(, :(
162,@Bulldawg11 a little. Nasty food poisoning.,@Bulldawg11 a little
162,@Bulldawg11 a little. Nasty food poisoning., Nasty food poisoning
163,lesson one of grad school: never get sick. especially from food poisoning,lesson one of grad school: never get sick
163,lesson one of grad school: never get sick. especially from food poisoning, especially from food poisoning
164,@taylatayla333_ @guadalupe_1421 food poisoning from that shitty coffee then í ½í¸,@taylatayla333_ @guadalupe_1421 food poisoning from that shitty coffee then 
165,@culvers thanks for the food poisoning â�?¤ï¸�?,@culvers thanks for the food poisoning 
166,Probably shouldn't eat sushi when I'm home sick with food poisoning...right? #cravings,Probably shouldn't eat sushi when I'm home sick with food poisoning
166,Probably shouldn't eat sushi when I'm home sick with food poisoning...right? #cravings,
166,Probably shouldn't eat sushi when I'm home sick with food poisoning...right? #cravings,
166,Probably shouldn't eat sushi when I'm home sick with food poisoning...right? #cravings,right? #cravings
167,Day three of mild food poisoning is less fun than you think it would be #tummyache,Day three of mild food poisoning is less fun than you think it would be #tummyache
168,Food poisoning sucks í ½í¸·,Food poisoning sucks 
169,I feel like i got food poisoning í ½í¸í ½í¸,I feel like i got food poisoning 
170,Thank You @Subway for giving me food poisoning and for that here's a big FUCK YOU,Thank You @Subway for giving me food poisoning and for that here's a big FUCK YOU
171,Like I'm hot and cold at the same time...do I have food poisoning í ½í¸³,Like I'm hot and cold at the same time
171,Like I'm hot and cold at the same time...do I have food poisoning í ½í¸³,
171,Like I'm hot and cold at the same time...do I have food poisoning í ½í¸³,
171,Like I'm hot and cold at the same time...do I have food poisoning í ½í¸³,do I have food poisoning 
172,Food poisoning í ½í¸·,Food poisoning 
173,Between my blocked salivary gland last week and yesterday's horrific food poisoning! I should be down a pant size! right? #thatshowthisworks,Between my blocked salivary gland last week and yesterday's horrific food poisoning! I should be down a pant size! right? #thatshowthisworks
174,Nothing makes getting over food poisoning more delightful than seeing an ad for something called a Cookie Butter Burger. #gross,Nothing makes getting over food poisoning more delightful than seeing an ad for something called a Cookie Butter Burger
174,Nothing makes getting over food poisoning more delightful than seeing an ad for something called a Cookie Butter Burger. #gross, #gross
175,@LouMalnatis I love your pizza so much. But is it possible that the spinach pie gave me food poisoning today? Sure seems like something did.,@LouMalnatis I love your pizza so much
175,@LouMalnatis I love your pizza so much. But is it possible that the spinach pie gave me food poisoning today? Sure seems like something did., But is it possible that the spinach pie gave me food poisoning today? Sure seems like something did
176,@Px2814 @karend_ it's the only thing i can ever keep down when i have food poisoning! as now. No go on water.,@Px2814 @karend_ it's the only thing i can ever keep down when i have food poisoning! as now
176,@Px2814 @karend_ it's the only thing i can ever keep down when i have food poisoning! as now. No go on water., No go on water
177,@WholeFoods mgmt stinks. When someone gets food poisoning at your store! you want to do everything you can to keep them. They don't. Run.,@WholeFoods mgmt stinks
177,@WholeFoods mgmt stinks. When someone gets food poisoning at your store! you want to do everything you can to keep them. They don't. Run., When someone gets food poisoning at your store! you want to do everything you can to keep them
177,@WholeFoods mgmt stinks. When someone gets food poisoning at your store! you want to do everything you can to keep them. They don't. Run., They don't
177,@WholeFoods mgmt stinks. When someone gets food poisoning at your store! you want to do everything you can to keep them. They don't. Run., Run
178,Name some shit worse then food poisoning.,Name some shit worse then food poisoning
179,@chutneyoverrice nothing? Food poisoning happens.,@chutneyoverrice nothing? Food poisoning happens
180,skills include: being able to teach a makeup tutorial about how to cover up all your broken blood vessels after a 3am food poisoning bout.,skills include: being able to teach a makeup tutorial about how to cover up all your broken blood vessels after a 3am food poisoning bout
181,Google Drive workshop gonna be a blast after food poisoning yesterday.,Google Drive workshop gonna be a blast after food poisoning yesterday
182,I think Hardee's just gave me food poisoning,I think Hardee's just gave me food poisoning
183,food poisoning is so much fun,food poisoning is so much fun
184,@bibliogrrl I thought mine was food poisoning at first too. But I'm pretty sure I had a fever and aches and pains.,@bibliogrrl I thought mine was food poisoning at first too
184,@bibliogrrl I thought mine was food poisoning at first too. But I'm pretty sure I had a fever and aches and pains., But I'm pretty sure I had a fever and aches and pains
185,I'm sorry but you do not get food poisoning from cheetos.,I'm sorry but you do not get food poisoning from cheetos
186,â«It's my birthday and I can turn my assignment in a week late if I want to,It's my birthday and I can turn my assignment in a week late if I want to
187,â«You would turn it in late too if food poisoning happened to youu,You would turn it in late too if food poisoning happened to youu
188,Every time I plan to get a flu shot! I get sick again. Ugh! fuck you! stomach virus. Or food poisoning. Whichever.,Every time I plan to get a flu shot! I get sick again
188,Every time I plan to get a flu shot! I get sick again. Ugh! fuck you! stomach virus. Or food poisoning. Whichever., Ugh! fuck you! stomach virus
188,Every time I plan to get a flu shot! I get sick again. Ugh! fuck you! stomach virus. Or food poisoning. Whichever., Or food poisoning
188,Every time I plan to get a flu shot! I get sick again. Ugh! fuck you! stomach virus. Or food poisoning. Whichever., Whichever
189,Possibly have food poisoning the night before the exam so this great,Possibly have food poisoning the night before the exam so this great
190,@GreenieJules Like the joy of cooking except you will get food poisoning instead. Lol.,@GreenieJules Like the joy of cooking except you will get food poisoning instead
190,@GreenieJules Like the joy of cooking except you will get food poisoning instead. Lol., Lol
191,Food poisoning sucks,Food poisoning sucks
192,I think I'm the only person on earth who can't just puke and get it over with when I have food poisoning #ridiculous #ReallySuffering,I think I'm the only person on earth who can't just puke and get it over with when I have food poisoning #ridiculous #ReallySuffering
193,Lol I'm having asthma attacks and food poisoning and I have a 9-10 hr work day planned today,Lol I'm having asthma attacks and food poisoning and I have a 9-10 hr work day planned today
194,I would get food poisoning the night before my midtermí ½í¸,I would get food poisoning the night before my midterm
195,surprised it took this long for my cooking to give myself food poisoning,surprised it took this long for my cooking to give myself food poisoning
196,Food poisoning sucks. I'm afraid to sneeze.,Food poisoning sucks
196,Food poisoning sucks. I'm afraid to sneeze., I'm afraid to sneeze
197,Able to eat rice today! Food poisoning gone. Need to return all my groceries to @WholeFoods. Food poisoning 2x this year. No thanks WF.,Able to eat rice today! Food poisoning gone
197,Able to eat rice today! Food poisoning gone. Need to return all my groceries to @WholeFoods. Food poisoning 2x this year. No thanks WF., Need to return all my groceries to @WholeFoods
197,Able to eat rice today! Food poisoning gone. Need to return all my groceries to @WholeFoods. Food poisoning 2x this year. No thanks WF., Food poisoning 2x this year
197,Able to eat rice today! Food poisoning gone. Need to return all my groceries to @WholeFoods. Food poisoning 2x this year. No thanks WF., No thanks WF
198,So happy I'm finally feeling better!  Food poisoning is a bitch! Thanks to my love! he was there all night and day taking care of me!,So happy I'm finally feeling better!  Food poisoning is a bitch! Thanks to my love! he was there all night and day taking care of me!
199,Have to admit! food poisoning has taught me that you have to slow down sometimes. #LifeInTheFastLane #TicketedForSpeeding,Have to admit! food poisoning has taught me that you have to slow down sometimes
199,Have to admit! food poisoning has taught me that you have to slow down sometimes. #LifeInTheFastLane #TicketedForSpeeding, #LifeInTheFastLane #TicketedForSpeeding
200,nothing says #YomKippur like food poisoning.  :(,nothing says #YomKippur like food poisoning
200,nothing says #YomKippur like food poisoning.  :(,  :(
0,last line,last line
