1,text,text,me,sick, , 
80,Food poisoning is something I fear on a daily basis... guess who's got it again??? I seriously must get food poisoning once a year., guess who's got it again??? I seriously must get food poisoning once a year,'s,got, , 
80,Food poisoning is something I fear on a daily basis... guess who's got it again??? I seriously must get food poisoning once a year., guess who's got it again??? I seriously must get food poisoning once a year,it,???, , 
80,Food poisoning is something I fear on a daily basis... guess who's got it again??? I seriously must get food poisoning once a year., guess who's got it again??? I seriously must get food poisoning once a year,I,get,poisoning, 
81,Acabo de descubrir q el marisco es altemente alÃ©rgico y todo pq uno de la ofi comiÃ³ cangrejo! tuvo food poisoning y acabo en el hospital,Acabo de descubrir q el marisco es altemente alrgico y todo pq uno de la ofi comi cangrejo! tuvo food poisoning y acabo en el hospital,la,ofi,acabo, 
82,This has been a fine vacation. Had to skip the first half of it for work and I've been sick for the rest of it I think with food poisoning.,This has been a fine vacation,This,vacation, , 
82,This has been a fine vacation. Had to skip the first half of it for work and I've been sick for the rest of it I think with food poisoning., Had to skip the first half of it for work and I've been sick for the rest of it I think with food poisoning, ,skip,half, 
82,This has been a fine vacation. Had to skip the first half of it for work and I've been sick for the rest of it I think with food poisoning., Had to skip the first half of it for work and I've been sick for the rest of it I think with food poisoning,I,sick, , 
82,This has been a fine vacation. Had to skip the first half of it for work and I've been sick for the rest of it I think with food poisoning., Had to skip the first half of it for work and I've been sick for the rest of it I think with food poisoning,I,think, ,poisoning
83,Stomach flu or either food poisoning. Omg. I hate my life.,Stomach flu or either food poisoning, ,Stomach,poisoning, 
83,Stomach flu or either food poisoning. Omg. I hate my life., I hate my life,I,hate,life, 
84,@Avvesione I had an acute case of stomach flu/food poisoning on Monday night! so I spent all of Tuesday sleeping &amp; today recouping,@Avvesione I had an acute case of stomach flu/food poisoning on Monday night! so I spent all of Tuesday sleeping &amp; today recouping,I,had,case,poisoning
84,@Avvesione I had an acute case of stomach flu/food poisoning on Monday night! so I spent all of Tuesday sleeping &amp; today recouping,@Avvesione I had an acute case of stomach flu/food poisoning on Monday night! so I spent all of Tuesday sleeping &amp; today recouping,I,spent,all, 
84,@Avvesione I had an acute case of stomach flu/food poisoning on Monday night! so I spent all of Tuesday sleeping &amp; today recouping,@Avvesione I had an acute case of stomach flu/food poisoning on Monday night! so I spent all of Tuesday sleeping &amp; today recouping,today,recouping, , 
85,@dawncflv that's not food poisoning w/ chills u must have a virus,@dawncflv that's not food poisoning w/ chills u must have a virus, ,have,virus, 
86,the cool thing about missing work with food poisoning is that I get to feel like grim death from the comfort of my own home,the cool thing about missing work with food poisoning is that I get to feel like grim death from the comfort of my own home,thing,is, , 
86,the cool thing about missing work with food poisoning is that I get to feel like grim death from the comfort of my own home,the cool thing about missing work with food poisoning is that I get to feel like grim death from the comfort of my own home,I,get, , 
86,the cool thing about missing work with food poisoning is that I get to feel like grim death from the comfort of my own home,the cool thing about missing work with food poisoning is that I get to feel like grim death from the comfort of my own home,I,feel, , 
87,this food poisoning thing can go kick rocks imo,this food poisoning thing can go kick rocks imo,thing,go,rocks, 
88,When you puke on a weeknight in college from food poisoning and people think you're turnt í ½í¸,when you puke on a weeknight in college from food poisoning ,you,puke, ,poisoning
89,I think I got food poisoning from Durbin's fml.,I think I got food poisoning from Durbin's fml,I,think, , 
89,I think I got food poisoning from Durbin's fml.,I think I got food poisoning from Durbin's fml,I,got,poisoning, 
90,Feel like I got food poisoning or sum í ½í¸·,Feel like I got food poisoning or sum ,I,got,sum, 
91,Twitter! I've been battling food poisoning all night into this AM. Let's just say that today is NOT going to be awesome.... :(,Twitter! I've been battling food poisoning all night into this AM,I,battling,poisoning, 
91,Twitter! I've been battling food poisoning all night into this AM. Let's just say that today is NOT going to be awesome.... :(, Let's just say that today is NOT going to be awesome,Let,say, , 
91,Twitter! I've been battling food poisoning all night into this AM. Let's just say that today is NOT going to be awesome.... :(, Let's just say that today is NOT going to be awesome,today,going, , 
91,Twitter! I've been battling food poisoning all night into this AM. Let's just say that today is NOT going to be awesome.... :(, Let's just say that today is NOT going to be awesome,today,awesome, , 
92,@maliksahero this was when he was sick with food poisoning,@maliksahero this was when he was sick with food poisoning,this,was, , 
92,@maliksahero this was when he was sick with food poisoning,@maliksahero this was when he was sick with food poisoning,he,sick, ,poisoning
94,@g1bbs9 if it is food poisoning it usually resolved itself within 24 hours. Fingers crossed!,@g1bbs9 if it is food poisoning it usually resolved itself within 24 hours,it,poisoning, , 
94,@g1bbs9 if it is food poisoning it usually resolved itself within 24 hours. Fingers crossed!,@g1bbs9 if it is food poisoning it usually resolved itself within 24 hours,it,resolved,itself, 
94,@g1bbs9 if it is food poisoning it usually resolved itself within 24 hours. Fingers crossed!, Fingers crossed!,Fingers,crossed, , 
96,Food poisoning. Awesome. Not like I have a busy week or anything... #miserable, Not like I have a busy week or anything,I,have, , 
97,Spent 30$ at bdubs for food poisoning! love next time maybe they can run me 3 for 25$ poisoning on the side í ½í¸·í ½í¸·í ½í¸±í ½í¸±,Spent 30$ at bdubs for food poisoning! love next time maybe they can run me 3 for 25$ poisoning on the side ,30,$, , 
97,Spent 30$ at bdubs for food poisoning! love next time maybe they can run me 3 for 25$ poisoning on the side í ½í¸·í ½í¸·í ½í¸±í ½í¸±,Spent 30$ at bdubs for food poisoning! love next time maybe they can run me 3 for 25$ poisoning on the side ,$,love,time, 
97,Spent 30$ at bdubs for food poisoning! love next time maybe they can run me 3 for 25$ poisoning on the side í ½í¸·í ½í¸·í ½í¸±í ½í¸±,Spent 30$ at bdubs for food poisoning! love next time maybe they can run me 3 for 25$ poisoning on the side ,they,run, , 
97,Spent 30$ at bdubs for food poisoning! love next time maybe they can run me 3 for 25$ poisoning on the side í ½í¸·í ½í¸·í ½í¸±í ½í¸±,Spent 30$ at bdubs for food poisoning! love next time maybe they can run me 3 for 25$ poisoning on the side ,me,3, , 
99,Food poisoning is no fun.,Food poisoning is no fun,poisoning,fun, , 
100,how the hell are we already at max bathroom capacity at work - food poisoning? this sucks,how the hell are we already at max bathroom capacity at work - food poisoning? this sucks,we,are, , 
100,how the hell are we already at max bathroom capacity at work - food poisoning? this sucks,how the hell are we already at max bathroom capacity at work - food poisoning? this sucks,this,sucks, , 
101,Going to try cooking for Val this weekend. I never cook. Aside from frozen pizza. I will 100% end up giving her food poisoning somehow.,Going to try cooking for Val this weekend, ,cooking,weekend, 
101,Going to try cooking for Val this weekend. I never cook. Aside from frozen pizza. I will 100% end up giving her food poisoning somehow., I never cook,I,cook, , 
101,Going to try cooking for Val this weekend. I never cook. Aside from frozen pizza. I will 100% end up giving her food poisoning somehow., I will 100% end up giving her food poisoning somehow,I,will,%, 
101,Going to try cooking for Val this weekend. I never cook. Aside from frozen pizza. I will 100% end up giving her food poisoning somehow., I will 100% end up giving her food poisoning somehow, ,giving,poisoning, 
102,Thank u bdubs for giving me food poisoning the day before my physics midterm,Thank u bdubs for giving me food poisoning the day before my physics midterm, ,Thank,bdubs, 
102,Thank u bdubs for giving me food poisoning the day before my physics midterm,Thank u bdubs for giving me food poisoning the day before my physics midterm, ,giving,poisoning, 
103,@Cordoor_4 @KenReynolds20 Cori I'd truly rather get food poisoning,@Cordoor_4 @KenReynolds20 Cori I'd truly rather get food poisoning,@KenReynolds20,Cori, , 
103,@Cordoor_4 @KenReynolds20 Cori I'd truly rather get food poisoning,@Cordoor_4 @KenReynolds20 Cori I'd truly rather get food poisoning,I,get,poisoning, 
104,@SSchitown201 Im not surprised! Food poisoning is something im afraid of too,@SSchitown201 Im not surprised! Food poisoning is something im afraid of too,poisoning,im, , 
105,Wow thanks for running my day food poisoning.,Wow thanks for running my day food poisoning, ,running,poisoning, 
106,Elizabeth has food poisoning. Cool.,Elizabeth has food poisoning,Elizabeth,has,poisoning, 
108,I got food poisoning from the hotel pasta we had for lunch I'm pissed,I got food poisoning from the hotel pasta we had for lunch I'm pissed,I,got,poisoning, 
108,I got food poisoning from the hotel pasta we had for lunch I'm pissed,I got food poisoning from the hotel pasta we had for lunch I'm pissed,we,had, , 
109,Those who say I've had no successes are so wrong: as of tonight I've *sucessfully* gotten food poisoning from BOTH Taco Bell and Del Taco,Those who say I've had no successes are so wrong: as of tonight I've *sucessfully* gotten food poisoning from BOTH Taco Bell and Del Taco,Those,say, , 
109,Those who say I've had no successes are so wrong: as of tonight I've *sucessfully* gotten food poisoning from BOTH Taco Bell and Del Taco,Those who say I've had no successes are so wrong: as of tonight I've *sucessfully* gotten food poisoning from BOTH Taco Bell and Del Taco,Those,wrong, , 
109,Those who say I've had no successes are so wrong: as of tonight I've *sucessfully* gotten food poisoning from BOTH Taco Bell and Del Taco,Those who say I've had no successes are so wrong: as of tonight I've *sucessfully* gotten food poisoning from BOTH Taco Bell and Del Taco,I,had,successes, 
109,Those who say I've had no successes are so wrong: as of tonight I've *sucessfully* gotten food poisoning from BOTH Taco Bell and Del Taco,Those who say I've had no successes are so wrong: as of tonight I've *sucessfully* gotten food poisoning from BOTH Taco Bell and Del Taco,I,*,*, 
109,Those who say I've had no successes are so wrong: as of tonight I've *sucessfully* gotten food poisoning from BOTH Taco Bell and Del Taco,Those who say I've had no successes are so wrong: as of tonight I've *sucessfully* gotten food poisoning from BOTH Taco Bell and Del Taco, ,gotten,poisoning, 
110,@Vileself me! then cod aw grind i have food poisoning lmao,@Vileself me! then cod aw grind i have food poisoning lmao,@Vileself,grind, , 
110,@Vileself me! then cod aw grind i have food poisoning lmao,@Vileself me! then cod aw grind i have food poisoning lmao,me,!, , 
110,@Vileself me! then cod aw grind i have food poisoning lmao,@Vileself me! then cod aw grind i have food poisoning lmao,i,have,lmao, 
111,Fuck food poisoning.,Fuck food poisoning, ,Fuck,poisoning, 
113,I get food poisoning because some pos didn't want to wash his hands after using the restroom. Fml.,I get food poisoning because some pos didn't want to wash his hands after using the restroom,I,get,poisoning, 
113,I get food poisoning because some pos didn't want to wash his hands after using the restroom. Fml.,I get food poisoning because some pos didn't want to wash his hands after using the restroom,pos,want, , 
113,I get food poisoning because some pos didn't want to wash his hands after using the restroom. Fml.,I get food poisoning because some pos didn't want to wash his hands after using the restroom,pos,wash,hands, 
113,I get food poisoning because some pos didn't want to wash his hands after using the restroom. Fml.,I get food poisoning because some pos didn't want to wash his hands after using the restroom, ,using,restroom, 
114,@DonnieWahlberg good is an overstatement curled up in a fetal position from food poisoning how's ur day,@DonnieWahlberg good is an overstatement curled up in a fetal position from food poisoning how's ur day,overstatement,@DonnieWahlberg, , 
115,Wassup twitter!  today I'm nt feeling well...at home In bed; idk If it's food poisoning or what but overall I'm not feeling it í ½í¸·,Wassup twitter!  today I'm nt feeling well,twitter,!, , 
115,Wassup twitter!  today I'm nt feeling well...at home In bed; idk If it's food poisoning or what but overall I'm not feeling it í ½í¸·,Wassup twitter!  today I'm nt feeling well,I,feeling, , 
115,Wassup twitter!  today I'm nt feeling well...at home In bed; idk If it's food poisoning or what but overall I'm not feeling it í ½í¸·,at home In bed; idk If it's food poisoning or what but overall I'm not feeling it ,it,poisoning, , 
115,Wassup twitter!  today I'm nt feeling well...at home In bed; idk If it's food poisoning or what but overall I'm not feeling it í ½í¸·,at home In bed; idk If it's food poisoning or what but overall I'm not feeling it ,I,feeling,it, 
116,@joeymcintyre I got food poisoning! you win lmaoooo,@joeymcintyre I got food poisoning! you win lmaoooo,I,got,food, 
116,@joeymcintyre I got food poisoning! you win lmaoooo,@joeymcintyre I got food poisoning! you win lmaoooo,you,win,lmaoooo, 
117,apparently I do not have the flu but food poisoning. lovely...,apparently I do not have the flu but food poisoning,I,have,flu, 
118,@blackmadonnachi nothing was crueler than flying first to Japan &amp; 3 days later coach on Malaysian Air for 12 hours with food poisoning.,@blackmadonnachi nothing was crueler than flying first to Japan &amp; 3 days later coach on Malaysian Air for 12 hours with food poisoning,nothing,crueler, , 
118,@blackmadonnachi nothing was crueler than flying first to Japan &amp; 3 days later coach on Malaysian Air for 12 hours with food poisoning.,@blackmadonnachi nothing was crueler than flying first to Japan &amp; 3 days later coach on Malaysian Air for 12 hours with food poisoning, ,flying,coach, 
119,@SuperBad_ food poisoning but I still went to the interview.,@SuperBad_ food poisoning but I still went to the interview, ,@SuperBad_,poisoning, 
119,@SuperBad_ food poisoning but I still went to the interview.,@SuperBad_ food poisoning but I still went to the interview,I,went, , 
120,I'd rather have food poisoning than strep throat. And I'm not just saying that because I have strep right now. It's literally The Worst.,I'd rather have food poisoning than strep throat,I,have,poisoning, 
120,I'd rather have food poisoning than strep throat. And I'm not just saying that because I have strep right now. It's literally The Worst., And I'm not just saying that because I have strep right now,I,saying, , 
120,I'd rather have food poisoning than strep throat. And I'm not just saying that because I have strep right now. It's literally The Worst., And I'm not just saying that because I have strep right now,I,strep, , 
120,I'd rather have food poisoning than strep throat. And I'm not just saying that because I have strep right now. It's literally The Worst., It's literally The Worst,It,Worst, , 
121,Granite City sounds like a terrible place to get anything other than food poisoning or scabies,Granite City sounds like a terrible place to get anything other than food poisoning or scabies,City,sounds, , 
121,Granite City sounds like a terrible place to get anything other than food poisoning or scabies,Granite City sounds like a terrible place to get anything other than food poisoning or scabies,City,get,anything,poisoning
122,@cisko @Gen_Con It definitely is. I need a do-over from my last Gencon food poisoning experience.,@cisko @Gen_Con It definitely is,It,is, , 
122,@cisko @Gen_Con It definitely is. I need a do-over from my last Gencon food poisoning experience., I need a do-over from my last Gencon food poisoning experience,I,need,do-over, 
124,yay food poisoning,yay food poisoning, ,yay,poisoning, 
125,@CurtisMMorrison I used to like it! but after a bad bout of food poisoning! zucchini and I are no longer friends.,@CurtisMMorrison I used to like it! but after a bad bout of food poisoning! zucchini and I are no longer friends,I,used, , 
125,@CurtisMMorrison I used to like it! but after a bad bout of food poisoning! zucchini and I are no longer friends.,@CurtisMMorrison I used to like it! but after a bad bout of food poisoning! zucchini and I are no longer friends,I,like,zucchini, 
125,@CurtisMMorrison I used to like it! but after a bad bout of food poisoning! zucchini and I are no longer friends.,@CurtisMMorrison I used to like it! but after a bad bout of food poisoning! zucchini and I are no longer friends,I,friends, , 
126,@blergh that or food poisoning,@blergh that or food poisoning, ,@blergh,poisoning, 
127,@Bgfilly Good!!! Food poisoning is nothing to mess around with. SMH...,@Bgfilly Good!!! Food poisoning is nothing to mess around with,poisoning,nothing, , 
128,This song always reminds me of @Jakkattackk mostly because she got food poisoning in El Paso @sickofsarah http://t.co/HiUbSINlCn,This song always reminds me of @Jakkattackk mostly because she got food poisoning in El Paso @sickofsarah http://t,song,reminds,me, 
128,This song always reminds me of @Jakkattackk mostly because she got food poisoning in El Paso @sickofsarah http://t.co/HiUbSINlCn,This song always reminds me of @Jakkattackk mostly because she got food poisoning in El Paso @sickofsarah http://t,she,got,poisoning, 
128,This song always reminds me of @Jakkattackk mostly because she got food poisoning in El Paso @sickofsarah http://t.co/HiUbSINlCn,This song always reminds me of @Jakkattackk mostly because she got food poisoning in El Paso @sickofsarah http://t,,t, , 
129,I just love having food poisoning í ½í¸í ½í±í ½í¸,I just love having food poisoning ,I,love, , 
129,I just love having food poisoning í ½í¸í ½í±í ½í¸,I just love having food poisoning , ,having,poisoning, 
130,.@RobLowe I feel like Chris would be losing his shit worse than that episode where he was actually losing his shit. Food poisoning &lt; Ebola,@RobLowe I feel like Chris would be losing his shit worse than that episode where he was actually losing his shit,I,feel, , 
130,.@RobLowe I feel like Chris would be losing his shit worse than that episode where he was actually losing his shit. Food poisoning &lt; Ebola,@RobLowe I feel like Chris would be losing his shit worse than that episode where he was actually losing his shit,Chris,losing, , 
130,.@RobLowe I feel like Chris would be losing his shit worse than that episode where he was actually losing his shit. Food poisoning &lt; Ebola,@RobLowe I feel like Chris would be losing his shit worse than that episode where he was actually losing his shit,shit,losing, , 
130,.@RobLowe I feel like Chris would be losing his shit worse than that episode where he was actually losing his shit. Food poisoning &lt; Ebola,@RobLowe I feel like Chris would be losing his shit worse than that episode where he was actually losing his shit,he,losing,shit, 
131,How do you know when you have food poisoning?,How do you know when you have food poisoning?,you,know, , 
131,How do you know when you have food poisoning?,How do you know when you have food poisoning?,you,have,poisoning, 
132,It's just food poisoning.,It's just food poisoning,It,poisoning, , 
133,I got food poisoning today. I don't know when I'll use it.,I got food poisoning today,I,got,poisoning, 
133,I got food poisoning today. I don't know when I'll use it., I don't know when I'll use it,I,know, , 
133,I got food poisoning today. I don't know when I'll use it., I don't know when I'll use it,I,use,it, 
134,I'm just kidding it's too soon for that joke I had food poisoning and I think it was Olive Garden but I'm alive and well,i'm just kidding it's too soon for that joke i had food poisoning ,i,kidding, , 
134,I'm just kidding it's too soon for that joke I had food poisoning and I think it was Olive Garden but I'm alive and well,i'm just kidding it's too soon for that joke i had food poisoning ,it,'s, , 
134,I'm just kidding it's too soon for that joke I had food poisoning and I think it was Olive Garden but I'm alive and well,i'm just kidding it's too soon for that joke i had food poisoning ,i,had,poisoning, 
135,@gold_f1nger food poisoning! oregon thumb always was says that,@gold_f1nger food poisoning! oregon thumb always was says that,thumb,says,that, 
136,and i have hella food poisoning so ima just stay here,and i have hella food poisoning so ima just stay here, ,have,poisoning, 
136,and i have hella food poisoning so ima just stay here,and i have hella food poisoning so ima just stay here,ima,stay, , 
137,I hope I get food poisoning everybody cross your fingers for me this is something I've always wanted,I hope I get food poisoning everybody cross your fingers for me this is something I've always wanted,I,hope, , 
137,I hope I get food poisoning everybody cross your fingers for me this is something I've always wanted,I hope I get food poisoning everybody cross your fingers for me this is something I've always wanted,I,get, , 
137,I hope I get food poisoning everybody cross your fingers for me this is something I've always wanted,I hope I get food poisoning everybody cross your fingers for me this is something I've always wanted,everybody,cross,fingers, 
137,I hope I get food poisoning everybody cross your fingers for me this is something I've always wanted,I hope I get food poisoning everybody cross your fingers for me this is something I've always wanted,me,something, , 
137,I hope I get food poisoning everybody cross your fingers for me this is something I've always wanted,I hope I get food poisoning everybody cross your fingers for me this is something I've always wanted,I,wanted, , 
138,I'm too cool to worry about food poisoning,I'm too cool to worry about food poisoning,I,cool, , 
138,I'm too cool to worry about food poisoning,I'm too cool to worry about food poisoning,I,worry, ,poisoning
140,I think I have food poisoning but I have a product reveal scheduled for today! What are some quick fixes for food poisoning? #entrepreneur,I think I have food poisoning but I have a product reveal scheduled for today! What are some quick fixes for food poisoning? #entrepreneur,I,think, , 
140,I think I have food poisoning but I have a product reveal scheduled for today! What are some quick fixes for food poisoning? #entrepreneur,I think I have food poisoning but I have a product reveal scheduled for today! What are some quick fixes for food poisoning? #entrepreneur,I,have,poisoning, 
140,I think I have food poisoning but I have a product reveal scheduled for today! What are some quick fixes for food poisoning? #entrepreneur,I think I have food poisoning but I have a product reveal scheduled for today! What are some quick fixes for food poisoning? #entrepreneur,I,have,product, 
140,I think I have food poisoning but I have a product reveal scheduled for today! What are some quick fixes for food poisoning? #entrepreneur,I think I have food poisoning but I have a product reveal scheduled for today! What are some quick fixes for food poisoning? #entrepreneur,fixes,What, ,poisoning
140,I think I have food poisoning but I have a product reveal scheduled for today! What are some quick fixes for food poisoning? #entrepreneur,I think I have food poisoning but I have a product reveal scheduled for today! What are some quick fixes for food poisoning? #entrepreneur,#entrepreneur,reveal, , 
141,I never thought chipotle would deceive me... I think I got food poisoning í ½í¸í ½í¸,I never thought chipotle would deceive me,I,thought, , 
141,I never thought chipotle would deceive me... I think I got food poisoning í ½í¸í ½í¸,I never thought chipotle would deceive me,chipotle,deceive,me, 
141,I never thought chipotle would deceive me... I think I got food poisoning í ½í¸í ½í¸, I think I got food poisoning ,I,think, , 
141,I never thought chipotle would deceive me... I think I got food poisoning í ½í¸í ½í¸, I think I got food poisoning ,I,got,poisoning, 
142,@jheath food poisoning?,@jheath food poisoning?, ,@jheath,poisoning, 
144,@BidwellFog Chinese Food. Got food poisoning &amp; landed myself in the hospital from it.,@BidwellFog Chinese Food, ,@BidwellFog,Food, 
144,@BidwellFog Chinese Food. Got food poisoning &amp; landed myself in the hospital from it., got food poisoning ,poisoning,got, , 
145,@Dot_Collins96 @josthekeeed coward? I hope you get food poisoning from that Wendy's you got from a great friend of yours,@Dot_Collins96 @josthekeeed coward? I hope you get food poisoning from that Wendy's you got from a great friend of yours,@Dot_Collins96,@josthekeeed, , 
145,@Dot_Collins96 @josthekeeed coward? I hope you get food poisoning from that Wendy's you got from a great friend of yours,@Dot_Collins96 @josthekeeed coward? I hope you get food poisoning from that Wendy's you got from a great friend of yours,I,hope, , 
145,@Dot_Collins96 @josthekeeed coward? I hope you get food poisoning from that Wendy's you got from a great friend of yours,@Dot_Collins96 @josthekeeed coward? I hope you get food poisoning from that Wendy's you got from a great friend of yours,you,get,poisoning, 
145,@Dot_Collins96 @josthekeeed coward? I hope you get food poisoning from that Wendy's you got from a great friend of yours,@Dot_Collins96 @josthekeeed coward? I hope you get food poisoning from that Wendy's you got from a great friend of yours,you,got, , 
146,@PATAFRIA bruh I'm fighting food poisoning and their recommendations were Vicks and 7up. I caaaaant.,@patafria bruh i'm fighting food poisoning ,i,fighting,poisoning, 
146,@PATAFRIA bruh I'm fighting food poisoning and their recommendations were Vicks and 7up. I caaaaant., I caaaaant,I,caaaaant, , 
147,Carrots &amp; hummus! and strawberries for breakfast because I'm scared to eat real food after that food poisoning yesterday.,Carrots &amp; hummus! and strawberries for breakfast because I'm scared to eat real food after that food poisoning yesterday,I,scared, , 
147,Carrots &amp; hummus! and strawberries for breakfast because I'm scared to eat real food after that food poisoning yesterday.,Carrots &amp; hummus! and strawberries for breakfast because I'm scared to eat real food after that food poisoning yesterday,I,eat,food,poisoning
148,So! picture this. Saturday morning. My first plans fell through bc of food poisoning (luv u bb @NorthShoreNanny) so I'm doing laundry, My first plans fell through bc of food poisoning (luv u bb @NorthShoreNanny) so I'm doing laundry,plans,fell, , 
148,So! picture this. Saturday morning. My first plans fell through bc of food poisoning (luv u bb @NorthShoreNanny) so I'm doing laundry, My first plans fell through bc of food poisoning (luv u bb @NorthShoreNanny) so I'm doing laundry,I,doing,laundry, 
149,FOR THE RECORD: The worst time to get food poisoning (or stomach bug) is during #nycwff - #mandown #outofcommission #fatsofail #fb,FOR THE RECORD: The worst time to get food poisoning (or stomach bug) is during #nycwff - #mandown #outofcommission #fatsofail #fb,poisoning,is, , 
149,FOR THE RECORD: The worst time to get food poisoning (or stomach bug) is during #nycwff - #mandown #outofcommission #fatsofail #fb,FOR THE RECORD: The worst time to get food poisoning (or stomach bug) is during #nycwff - #mandown #outofcommission #fatsofail #fb, ,stomach,bug, 
149,FOR THE RECORD: The worst time to get food poisoning (or stomach bug) is during #nycwff - #mandown #outofcommission #fatsofail #fb,FOR THE RECORD: The worst time to get food poisoning (or stomach bug) is during #nycwff - #mandown #outofcommission #fatsofail #fb, ,#mandown,#fb, 
150,@pedroiar the whole story is weird. They haven't even said if she's been tested for Ebola. Maybe she just got motion sick? Food poisoning?,@pedroiar the whole story is weird,story,weird, , 
150,@pedroiar the whole story is weird. They haven't even said if she's been tested for Ebola. Maybe she just got motion sick? Food poisoning?, They haven't even said if she's been tested for Ebola,They,said, , 
150,@pedroiar the whole story is weird. They haven't even said if she's been tested for Ebola. Maybe she just got motion sick? Food poisoning?, Maybe she just got motion sick? Food poisoning?,she,got,motion, 
151,Confident I have food poisoning,Confident I have food poisoning,I,have,poisoning, 
152,Oh! heyyyy...I got a slight case of food poisoning. That's terrific. í ½í¸,I got a slight case of food poisoning,I,got,case,poisoning
152,Oh! heyyyy...I got a slight case of food poisoning. That's terrific. í ½í¸, That's terrific,That,terrific, , 
153,I think I have food poisoning ...,I think I have food poisoning ,I,think, , 
153,I think I have food poisoning ...,I think I have food poisoning ,I,have,poisoning, 
154,@samlliles lol I promise it was just a joke. But I'm sorry! food poisoning is awful. Feel better!,@samlliles lol I promise it was just a joke,@samlliles,lol, , 
154,@samlliles lol I promise it was just a joke. But I'm sorry! food poisoning is awful. Feel better!,@samlliles lol I promise it was just a joke,I,promise, , 
154,@samlliles lol I promise it was just a joke. But I'm sorry! food poisoning is awful. Feel better!,@samlliles lol I promise it was just a joke,it,joke, , 
154,@samlliles lol I promise it was just a joke. But I'm sorry! food poisoning is awful. Feel better!, But I'm sorry! food poisoning is awful,I,sorry, , 
154,@samlliles lol I promise it was just a joke. But I'm sorry! food poisoning is awful. Feel better!, But I'm sorry! food poisoning is awful,poisoning,awful, , 
155,Haven't ate an actual meal since Monday..and when I did I got food poisoning #gome,Haven't ate an actual meal since Monday, ,ate,meal, 
155,Haven't ate an actual meal since Monday..and when I did I got food poisoning #gome,and when I did I got food poisoning #gome,I,did, , 
155,Haven't ate an actual meal since Monday..and when I did I got food poisoning #gome,and when I did I got food poisoning #gome,I,got,#gome, 
156,Well. Day two post food poisoning. Can't decide if my stomach hurts or its starving from barely eating for 3 days., Day two post food poisoning,poisoning,Day, , 
156,Well. Day two post food poisoning. Can't decide if my stomach hurts or its starving from barely eating for 3 days., Can't decide if my stomach hurts or its starving from barely eating for 3 days,stomach,hurts, , 
156,Well. Day two post food poisoning. Can't decide if my stomach hurts or its starving from barely eating for 3 days., Can't decide if my stomach hurts or its starving from barely eating for 3 days,days,decide, , 
158,Symptoms from the most common types of food poisoning will often start within 2 - 6 hours of eating the food.,Symptoms from the most common types of food poisoning will often start within 2 - 6 hours of eating the food,Symptoms,start, , 
158,Symptoms from the most common types of food poisoning will often start within 2 - 6 hours of eating the food.,Symptoms from the most common types of food poisoning will often start within 2 - 6 hours of eating the food, ,eating,food, 
159,@dskolarus42 that happened to me once but it turned out to be food poisoning lol,@dskolarus42 that happened to me once but it turned out to be food poisoning lol,that,happened, , 
159,@dskolarus42 that happened to me once but it turned out to be food poisoning lol,@dskolarus42 that happened to me once but it turned out to be food poisoning lol,it,turned, , 
159,@dskolarus42 that happened to me once but it turned out to be food poisoning lol,@dskolarus42 that happened to me once but it turned out to be food poisoning lol,it,lol, , 
160,Prettyy sure I have food poisoning... That or Ebola (thanks a lot @JeniScarlett !),Prettyy sure I have food poisoning,I,have,poisoning, 
161,@Miguel_M1GS I was traveling and then got food poisoning. :(,@Miguel_M1GS I was traveling and then got food poisoning,I,traveling, , 
161,@Miguel_M1GS I was traveling and then got food poisoning. :(,@Miguel_M1GS I was traveling and then got food poisoning,I,got,poisoning, 
165,@culvers thanks for the food poisoning â�?¤ï¸�?,@culvers thanks for the food poisoning ,thanks,@culvers, ,poisoning
166,Probably shouldn't eat sushi when I'm home sick with food poisoning...right? #cravings,Probably shouldn't eat sushi when I'm home sick with food poisoning, ,eat,sushi, 
166,Probably shouldn't eat sushi when I'm home sick with food poisoning...right? #cravings,Probably shouldn't eat sushi when I'm home sick with food poisoning,I,sick, ,poisoning
167,Day three of mild food poisoning is less fun than you think it would be #tummyache,Day three of mild food poisoning is less fun than you think it would be #tummyache,Day,fun, ,poisoning
167,Day three of mild food poisoning is less fun than you think it would be #tummyache,Day three of mild food poisoning is less fun than you think it would be #tummyache,you,think, , 
167,Day three of mild food poisoning is less fun than you think it would be #tummyache,Day three of mild food poisoning is less fun than you think it would be #tummyache,it,#tummyache, , 
169,I feel like i got food poisoning í ½í¸í ½í¸,I feel like i got food poisoning ,I,feel, , 
169,I feel like i got food poisoning í ½í¸í ½í¸,I feel like i got food poisoning ,i,got,poisoning, 
170,Thank You @Subway for giving me food poisoning and for that here's a big FUCK YOU,thank you @subway for giving me food poisoning , ,thank,you, 
170,Thank You @Subway for giving me food poisoning and for that here's a big FUCK YOU,thank you @subway for giving me food poisoning , ,giving,poisoning, 
171,Like I'm hot and cold at the same time...do I have food poisoning í ½í¸³,do I have food poisoning ,I,have,poisoning, 
173,Between my blocked salivary gland last week and yesterday's horrific food poisoning! I should be down a pant size! right? #thatshowthisworks,Between my blocked salivary gland last week and yesterday's horrific food poisoning! I should be down a pant size! right? #thatshowthisworks,I,be, , 
